--,1225994,2
--,1667351,2
--,3065472,2
--,5890,1
--,7420,1
--,7432,1
--,7508,1
--,9326,1
--,10000,1
--,10081,1
--,11302,1
--,11354,1
--,11364,1
--,11374,1
--,11384,1
--,11408,1
--,13567,1
--,14883,1
--,16025,1
--,16441,1
--,16489,1
--,17624,1
--,17668,1
--,17684,1
--,17702,1
--,17719,1
--,17720,1
--,19974,1
--,23107,1
--,23109,1
--,23128,1
--,23156,1
--,23164,1
--,23260,1
--,23309,1
--,24042,1
--,24048,1
--,24149,1
--,24199,1
--,24201,1
--,24300,1
--,24443,1
--,31251,1
--,32286,1
--,32491,1
--,33026,1
--,33078,1
--,33121,1
--,33131,1
--,33133,1
--,33176,1
--,33219,1
--,33268,1
--,34840,1
--,34845,1
--,34872,1
--,35049,1
--,35301,1
--,39780,1
--,39799,1
--,39820,1
--,39922,1
--,39958,1
--,39977,1
--,40000,1
--,40056,1
--,47357,1
--,52139,1
--,52188,1
--,52200,1
--,52223,1
--,57227,1
--,57307,1
--,58771,1
--,58784,1
--,58800,1
--,58832,1
--,58855,1
--,58917,1
--,63421,1
--,63425,1
--,67027,1
--,67030,1
--,68455,1
--,73926,1
--,74939,1
--,75583,1
--,75664,1
--,75686,1
--,75732,1
--,75737,1
--,80284,1
--,80959,1
--,81648,1
--,81666,1
--,82535,1
--,82545,1
--,88424,1
--,88461,1
--,93844,1
--,93872,1
--,94549,1
--,94552,1
--,94554,1
--,94584,1
--,94669,1
--,94701,1
--,95062,1
--,95130,1
--,95183,1
--,95238,1
--,95486,1
--,95492,1
--,95498,1
--,95517,1
--,95574,1
--,95704,1
--,95780,1
--,95814,1
--,95816,1
--,95890,1
--,98035,1
--,98046,1
--,98048,1
--,98170,1
--,108360,1
--,109308,1
--,116767,1
--,116785,1
--,116791,1
--,116808,1
--,123392,1
--,126684,1
--,128667,1
--,128797,1
--,128999,1
--,129005,1
--,129014,1
--,134144,1
--,134216,1
--,135571,1
--,135604,1
--,135615,1
--,135672,1
--,138079,1
--,138094,1
--,138097,1
--,138099,1
--,138118,1
--,138122,1
--,138193,1
--,139741,1
--,139782,1
--,139796,1
--,161444,1
--,161447,1
--,162046,1
--,162058,1
--,162191,1
--,162255,1
--,163856,1
--,163875,1
--,163878,1
--,163882,1
--,163998,1
--,168249,1
--,168307,1
--,168309,1
--,170834,1
--,173243,1
--,173257,1
--,173374,1
--,174854,1
--,174861,1
--,174862,1
--,174863,1
--,174873,1
--,175011,1
--,175020,1
--,175044,1
--,175060,1
--,175142,1
--,176122,1
--,176176,1
--,182554,1
--,182568,1
--,182665,1
--,182675,1
--,185534,1
--,185645,1
--,189987,1
--,190031,1
--,190034,1
--,190038,1
--,190072,1
--,194190,1
--,195975,1
--,198148,1
--,198152,1
--,198153,1
--,201354,1
--,202131,1
--,208994,1
--,209003,1
--,209022,1
--,209037,1
--,209041,1
--,209060,1
--,209171,1
--,212436,1
--,213364,1
--,215352,1
--,220808,1
--,220839,1
--,223557,1
--,223558,1
--,223559,1
--,230579,1
--,230580,1
--,230606,1
--,230610,1
--,231254,1
--,240513,1
--,240556,1
--,242789,1
--,245940,1
--,247819,1
--,247865,1
--,254003,1
--,254005,1
--,254039,1
--,254078,1
--,255090,1
--,255110,1
--,257097,1
--,257833,1
--,259216,1
--,259260,1
--,259265,1
--,259322,1
--,274019,1
--,274058,1
--,274084,1
--,274127,1
--,282437,1
--,282451,1
--,288058,1
--,288061,1
--,288076,1
--,288079,1
--,288081,1
--,288085,1
--,288087,1
--,288102,1
--,294947,1
--,295007,1
--,295029,1
--,296820,1
--,296896,1
--,299026,1
--,299054,1
--,304435,1
--,304439,1
--,304446,1
--,304461,1
--,304462,1
--,304543,1
--,304624,1
--,304638,1
--,310905,1
--,314477,1
--,316019,1
--,316041,1
--,316277,1
--,316708,1
--,316763,1
--,316778,1
--,317383,1
--,317406,1
--,317537,1
--,317540,1
--,317544,1
--,317570,1
--,317584,1
--,317654,1
--,317675,1
--,329493,1
--,329531,1
--,329581,1
--,329612,1
--,329627,1
--,329671,1
--,341540,1
--,341602,1
--,341720,1
--,341797,1
--,341898,1
--,341901,1
--,341905,1
--,341910,1
--,341983,1
--,342005,1
--,342172,1
--,342186,1
--,346849,1
--,346851,1
--,347800,1
--,347953,1
--,347995,1
--,348078,1
--,348083,1
--,348141,1
--,348155,1
--,348188,1
--,348208,1
--,348286,1
--,348403,1
--,348517,1
--,348552,1
--,348575,1
--,348579,1
--,349579,1
--,350752,1
--,350853,1
--,350858,1
--,350873,1
--,350923,1
--,351385,1
--,352588,1
--,355921,1
--,355933,1
--,355986,1
--,356004,1
--,356015,1
--,356016,1
--,356059,1
--,358922,1
--,360826,1
--,360830,1
--,360831,1
--,363146,1
--,364939,1
--,364954,1
--,366071,1
--,366074,1
--,370631,1
--,371281,1
--,378049,1
--,378290,1
--,384357,1
--,384358,1
--,385150,1
--,385185,1
--,385218,1
--,385278,1
--,385376,1
--,385465,1
--,386812,1
--,386920,1
--,386938,1
--,387059,1
--,387061,1
--,387065,1
--,387075,1
--,390009,1
--,390191,1
--,390281,1
--,390312,1
--,390370,1
--,390914,1
--,392407,1
--,398389,1
--,398399,1
--,401364,1
--,401382,1
--,401648,1
--,401687,1
--,401704,1
--,401712,1
--,403299,1
--,408285,1
--,408433,1
--,408676,1
--,411391,1
--,412524,1
--,412627,1
--,414806,1
--,415561,1
--,415589,1
--,415957,1
--,417722,1
--,417782,1
--,417784,1
--,417786,1
--,417903,1
--,417944,1
--,417945,1
--,417949,1
--,418899,1
--,421649,1
--,423598,1
--,423613,1
--,423614,1
--,423616,1
--,423617,1
--,424760,1
--,424919,1
--,424937,1
--,424964,1
--,424994,1
--,424995,1
--,425012,1
--,425102,1
--,428815,1
--,430186,1
--,430195,1
--,430196,1
--,430198,1
--,430233,1
--,430276,1
--,430304,1
--,430313,1
--,430315,1
--,430337,1
--,432706,1
--,433280,1
--,437382,1
--,437414,1
--,437445,1
--,437529,1
--,437693,1
--,438053,1
--,440665,1
--,441736,1
--,442921,1
--,443871,1
--,444876,1
--,444880,1
--,446213,1
--,446240,1
--,450630,1
--,450673,1
--,452947,1
--,453062,1
--,456064,1
--,456097,1
--,456146,1
--,458025,1
--,458067,1
--,458821,1
--,458837,1
--,460701,1
--,460741,1
--,465196,1
--,465286,1
--,465295,1
--,466525,1
--,468520,1
--,468569,1
